4,服务条款,2020-02-15 10:42:43.753016,2020-02-15 10:42:43.331652,2020-02-15 10:46:50.633448,1,2,-1,-1,0,,,,,2,0,0,3,true,0,false,false,2020-02-15 10:42:43.753016,false,regular,,0,0,,0.4,1,,topic,,1,4,请在任何时候都遵守当地法律。,false,,服务条款,2,,0,,0
12,欢迎！,2020-02-15 11:05:25.870981,2020-02-15 11:05:25.802128,2020-02-15 11:05:25.910398,1,1,-2,-2,0,,,,,1,0,0,,true,0,false,false,2020-02-15 11:05:25.870981,false,private_message,,0,0,,0.4,1,system_message,topic,,1,64,"感谢加入v2mcdev，欢迎！ 
-我只是一个机器人，但是我们[友好的管理员]可以提供真人帮助。 
-出于安全考虑，我们暂时限制新用户能够使用的功能。当我们更了解你的时候，你就可以获得新功能 (还有 徽章) 
-我们始终相信社区文明守则。 
如果你想了解更多，请选择下方并收藏此私信。如果你这样做，你一会可能收到份 :gift: ！",false,,欢迎！,1,,0,,0
27,欢迎！,2020-02-15 14:32:22.505757,2020-02-15 14:32:22.462492,2020-02-15 14:32:22.542876,2,1,-2,-2,0,,,,,1,0,0,,true,0,false,false,2020-02-15 14:32:22.505757,false,private_message,,0,0,,0.4,1,system_message,topic,,1,64,"感谢加入v2mcdev，欢迎！ 
-我只是一个机器人，但是我们[友好的管理员]可以提供真人帮助。 
-出于安全考虑，我们暂时限制新用户能够使用的功能。当我们更了解你的时候，你就可以获得新功能 (还有 徽章) 
-我们始终相信社区文明守则。 
如果你想了解更多，请选择下方并收藏此私信。如果你这样做，你一会可能收到份 :gift: ！",false,,欢迎！,1,,0,,0
221,感谢与我们共度时光,2020-03-07 11:34:44.039246,2020-03-07 11:34:43.954910,2020-03-07 11:34:44.073594,0,1,-1,-1,0,,,,,1,0,0,,true,0,false,false,2020-03-07 11:34:44.039246,false,private_message,,0,0,,0.2,1,system_message,topic,,1,33,"嘿。我们看到你一直在忙着阅读，这太棒了，所以我们已经提升你了信任等级！ 
我们很高兴你和我们共度时光，我们很想知道更多关于你的事情。花一点时间填写你的个人资料，或随时开始一个新主题。",false,,感谢与我们共度时光,1,,0,,0
126,1.14.4构建失败,2020-03-05 03:27:59.147301,2020-02-26 08:05:38.527295,2020-03-05 03:27:59.204772,376,15,49,-1,7,1,5,,,15,0,8,5,true,1,true,false,2020-02-27 03:27:54.088435,false,regular,,0,0,,8.000000000000002,1,,topic,,3,192,"版本信息 
IntelliJ IDEA 
IntelliJ IDEA 2019.3 
Forge版本:  28.1.0 
Minecraft版本: 1.14.4 
Mapping 文件版本: 
报错日志 

&gt; Configure project :
New Dep: net.minecraftforge:forge:1.14.4-28.1.0_mapped_snapshot_20200119-1.14.3

FAILURE: Buil&hellip;",false,,1.14.4构建失败,15,,0,,0
1015,关于mod开发环境的搭建问题,2020-12-02 10:13:41.189950,2020-12-02 05:43:37.258785,2020-12-02 10:13:41.239720,28,3,308,308,0,5,,,,3,0,1,19,true,0,false,false,2020-12-02 10:13:41.189950,false,regular,,0,0,,2.9333333333333336,1,,topic,,2,15,"我想问个问题 
请问可不可以导入之前 就直接将src/main中的mod文件替换，然后导入后运行？ 
ps：（如果不可以我想问下能不能有其他的方法）",false,,关于mod开发环境的搭建问题,3,,0,,0
252,感谢与我们共度时光,2020-03-14 07:44:06.257374,2020-03-14 07:44:06.147890,2020-03-14 07:44:06.323961,1,1,-1,-1,0,,,,,1,0,0,,true,0,false,false,2020-03-14 07:44:06.257374,false,private_message,,0,0,,0.4,1,system_message,topic,,1,31,"嘿。我们看到你一直在忙着阅读，这太棒了，所以我们已经提升你了信任等级！ 
我们很高兴你和我们共度时光，我们很想知道更多关于你的事情。花一点时间填写你的个人资料，或随时开始一个新主题。",false,,感谢与我们共度时光,1,,0,,0
353,欢迎！,2020-04-24 00:09:36.431525,2020-04-23 22:46:22.463198,2020-04-24 00:09:36.550960,2,3,-2,-2,2,,,,,3,0,0,,true,0,false,false,2020-04-24 00:09:36.431525,false,private_message,,0,0,,4.4,1,system_message,topic,,1,146,"感谢加入V2MCdev，欢迎！ 
-我只是一个机器人，但是我们[友好的管理员]可以提供真人帮助。 
-出于安全考虑，我们暂时限制新用户能够使用的功能。当我们更了解你的时候，你就可以获得新功能 (还有 徽章) 
-我们始终相信社区文明守则。 
如果你想了解更多，请选择下方并收藏此私信。如果你这样做，你一会可能收到份 :gift: ！",false,,欢迎！,3,,0,,0
3,关于“贵宾室”分类,,2020-02-15 10:42:41.946615,2020-02-15 10:46:50.437176,0,1,-1,-1,0,,,,,1,0,0,4,true,0,false,false,2020-02-15 10:42:41.946654,false,regular,,0,0,2020-02-15 10:42:41.945425,0,1,,topic,,1,1,信任等级3的用户参与讨论的分类。,false,,关于“贵宾室”分类,1,,0,,0
21,欢迎！,2020-02-15 11:54:59.136263,2020-02-15 11:54:59.070997,2020-02-15 11:54:59.182094,1,1,-2,-2,0,,,,,1,0,0,,true,0,false,false,2020-02-15 11:54:59.136263,false,private_message,,0,0,,0.2,1,system_message,topic,,1,64,"感谢加入v2mcdev，欢迎！ 
-我只是一个机器人，但是我们[友好的管理员]可以提供真人帮助。 
-出于安全考虑，我们暂时限制新用户能够使用的功能。当我们更了解你的时候，你就可以获得新功能 (还有 徽章) 
-我们始终相信社区文明守则。 
如果你想了解更多，请选择下方并收藏此私信。如果你这样做，你一会可能收到份 :gift: ！",false,,欢迎！,1,,0,,0
